0 1 2
3 7 22
3 7 23
3 7 25
3 7 26
3 7 29
3 7 31
3 7 33
3 7 34
3 7 35
3 7 36
3 7 37
3 7 38
3 7 39
3 7 40
3 7 41
3 7 44
3 7 46
3 7 48
3 7 50
3 7 51
3 7 53
3 7 55
3 7 57
3 7 59
3 7 61
3 7 63
3 7 66
3 7 68
3 7 69
3 7 72
3 7 74
3 7 76
3 7 78
3 8 9
3 8 10
3 8 12
3 8 13
3 8 14
3 8 15
3 8 16
3 8 17
3 8 18
3 8 19
3 8 21
3 8 22
3 8 23
3 8 25
3 8 26
3 8 29
3 8 31
3 8 33
3 8 34
3 8 35
3 8 36
3 8 37
3 8 38
3 8 39
3 8 40
3 8 41
3 8 44
3 8 46
3 8 48
3 8 50
3 8 51
3 8 53
3 8 55
3 8 57
3 8 59
3 8 61
3 8 63
3 8 66
3 8 68
3 8 69
3 8 72
3 8 74
3 8 76
3 8 78
3 9 10
3 9 12
3 9 13
3 9 14
3 9 15
3 9 16
3 9 17
3 9 18
3 9 19
3 9 21
3 9 22
3 9 23
3 9 25
3 9 26
3 9 29
3 9 31
3 9 33
3 9 34
3 9 35
3 9 36
3 9 37
3 9 38
3 9 39
3 9 40
3 9 41
3 9 44
3 9 46
3 9 48
3 9 50
3 9 51
3 9 53
3 9 55
3 9 57
3 9 59
3 9 61
3 9 63
3 9 66
3 9 68
3 9 69
3 9 72
3 9 74
3 9 76
3 9 78
3 10 15
3 10 22
3 10 25
3 10 26
3 10 34
3 10 36
3 10 39
3 10 69
3 12 17
3 12 22
3 12 25
3 12 26
3 12 39
3 13 15
3 13 17
3 13 22
3 13 23
3 13 25
3 13 26
3 13 33
3 13 34
3 13 35
3 13 36
3 13 37
3 13 38
3 13 39
3 13 50
3 13 51
3 13 53
3 13 66
3 13 69
3 14 22
3 14 25
3 14 26
3 14 38
3 14 39
3 15 17
3 15 18
3 15 22
3 15 23
3 15 25
3 15 26
3 15 33
3 15 36
3 15 39
3 15 40
3 15 53
3 15 55
3 15 68
3 15 69
3 15 76
3 16 17
3 16 22
3 16 25
3 16 26
3 16 39
3 16 69
3 17 22
3 17 23
3 17 25
3 17 26
3 17 33
3 17 36
3 17 39
3 17 40
3 17 53
3 17 55
3 17 68
3 17 69
3 17 76
3 18 22
3 18 25
3 18 26
3 18 34
3 18 38
3 18 39
3 18 51
3 18 63
3 18 69
3 19 22
3 19 25
3 19 26
3 19 36
3 19 39
3 19 69
3 21 22
3 21 23
3 21 25
3 21 26
3 21 34
3 21 38
3 21 39
3 21 50
3 21 51
3 21 53
3 21 69
3 22 23
3 22 25
3 22 26
3 22 29
3 22 31
3 22 33
3 22 34
3 22 35
3 22 36
3 22 37
3 22 38
3 22 39
3 22 40
3 22 41
3 22 44
3 22 46
3 22 48
3 22 50
3 22 51
3 22 53
3 22 55
3 22 57
3 22 59
3 22 61
3 22 63
3 22 66
3 22 68
3 22 69
3 22 72
3 22 74
3 22 76
3 22 78
3 23 25
3 23 26
3 23 34
3 23 35
3 23 36
3 23 37
3 23 39
3 23 41
3 23 50
3 23 51
3 23 63
3 23 66
3 23 69
3 25 26
3 25 29
3 25 31
3 25 33
3 25 34
3 25 35
3 25 36
3 25 37
3 25 38
3 25 39
3 25 40
3 25 41
3 25 44
3 25 46
3 25 48
3 25 50
3 25 51
3 25 53
3 25 55
3 25 57
3 25 59
3 25 61
3 25 63
3 25 66
3 25 68
3 25 69
3 25 72
3 25 74
3 25 76
3 25 78
3 26 29
3 26 31
3 26 33
3 26 34
3 26 35
3 26 36
3 26 37
3 26 38
3 26 39
3 26 40
3 26 41
3 26 44
3 26 46
3 26 48
3 26 50
3 26 51
3 26 53
3 26 55
3 26 57
3 26 59
3 26 61
3 26 63
3 26 66
3 26 68
3 26 69
3 26 72
3 26 74
3 26 76
3 26 78
3 29 39
3 31 39
3 33 34
3 33 35
3 33 36
3 33 38
3 33 39
3 33 50
3 33 51
3 33 63
3 33 69
3 34 35
3 34 36
3 34 37
3 34 38
3 34 39
3 34 40
3 34 41
3 34 50
3 34 51
3 34 53
3 34 55
3 34 57
3 34 66
3 34 68
3 34 69
3 34 72
3 35 36
3 35 38
3 35 39
3 35 40
3 35 41
3 35 50
3 35 51
3 35 53
3 35 63
3 35 69
3 36 38
3 36 39
3 36 40
3 36 41
3 36 50
3 36 51
3 36 53
3 36 63
3 36 69
3 36 76
3 37 39
3 37 41
3 37 53
3 37 69
3 38 39
3 38 41
3 38 50
3 38 51
3 38 53
3 38 68
3 38 69
3 39 40
3 39 41
3 39 44
3 39 46
3 39 48
3 39 50
3 39 51
3 39 53
3 39 55
3 39 57
3 39 59
3 39 61
3 39 63
3 39 66
3 39 68
3 39 69
3 39 72
3 39 74
3 39 76
3 39 78
3 40 51
3 40 53
3 40 69
3 41 48
3 41 50
3 41 51
3 41 53
3 41 63
3 41 69
3 41 76
3 46 50
3 48 69
3 50 51
3 50 53
3 50 69
3 51 53
3 51 61
3 51 66
3 51 68
3 51 69
3 53 63
3 53 69
3 55 69
3 59 69
3 63 69
3 66 69
3 68 69
3 69 76
4 5 6
4 5 9
4 5 13
4 5 19
4 5 22
4 5 25
4 5 26
4 5 34
4 5 35
4 5 36
4 5 38
4 5 41
4 5 50
4 5 51
4 5 53
4 5 68
4 5 69
4 5 76
4 6 7
4 6 8
4 6 9
4 6 10
4 6 12
4 6 13
4 6 14
4 6 15
4 6 16
4 6 17
4 6 18
4 6 19
4 6 21
4 6 22
4 6 23
4 6 25
4 6 26
4 6 29
4 6 31
4 6 33
4 6 34
4 6 35
4 6 36
4 6 37
4 6 38
4 6 39
4 6 40
4 6 41
4 6 44
4 6 46
4 6 48
4 6 50
4 6 51
4 6 53
4 6 55
4 6 57
4 6 59
4 6 61
4 6 63
4 6 66
4 6 68
4 6 69
4 6 72
4 6 74
4 6 76
4 6 78
4 7 9
4 7 13
4 7 19
4 7 22
4 7 23
4 7 25
4 7 26
4 7 33
4 7 34
4 7 35
4 7 36
4 7 38
4 7 41
4 7 50
4 7 51
4 7 53
4 7 68
4 7 69
4 7 76
4 8 9
4 8 12
4 8 13
4 8 19
4 8 22
4 8 25
4 8 26
4 8 33
4 8 34
4 8 35
4 8 36
4 8 37
4 8 38
4 8 40
4 8 41
4 8 46
4 8 50
4 8 51
4 8 53
4 8 63
4 8 68
4 8 69
4 8 76
4 9 10
4 9 12
4 9 13
4 9 14
4 9 15
4 9 16
4 9 17
4 9 18
4 9 19
4 9 21
4 9 22
4 9 23
4 9 25
4 9 26
4 9 29
4 9 31
4 9 33
4 9 34
4 9 35
4 9 36
4 9 37
4 9 38
4 9 39
4 9 40
4 9 41
4 9 44
4 9 46
4 9 48
4 9 50
4 9 51
4 9 53
4 9 55
4 9 57
4 9 59
4 9 61
4 9 63
4 9 66
4 9 68
4 9 69
4 9 72
4 9 74
4 9 76
4 9 78
4 10 13
4 10 15
4 10 19
4 10 22
4 10 25
4 10 26
4 10 34
4 10 35
4 10 36
4 10 38
4 10 41
4 10 50
4 10 51
4 10 53
4 10 68
4 10 69
4 10 76
4 12 13
4 12 17
4 12 19
4 12 22
4 12 25
4 12 26
4 12 34
4 12 35
4 12 36
4 12 38
4 12 41
4 12 50
4 12 51
4 12 53
4 12 68
4 12 69
4 12 76
4 13 14
4 13 15
4 13 16
4 13 17
4 13 18
4 13 19
4 13 21
4 13 22
4 13 23
4 13 25
4 13 26
4 13 29
4 13 31
4 13 33
4 13 34
4 13 35
4 13 36
4 13 37
4 13 38
4 13 39
4 13 40
4 13 41
4 13 44
4 13 46
4 13 48
4 13 50
4 13 51
4 13 53
4 13 55
4 13 57
4 13 59
4 13 61
4 13 63
4 13 66
4 13 68
4 13 69
4 13 72
4 13 74
4 13 76
4 13 78
4 14 19
4 14 22
4 14 25
4 14 26
4 14 34
4 14 35
4 14 36
4 14 38
4 14 41
4 14 50
4 14 51
4 14 53
4 14 68
4 14 69
4 14 76
4 15 17
4 15 18
4 15 19
4 15 22
4 15 23
4 15 25
4 15 26
4 15 33
4 15 34
4 15 35
4 15 36
4 15 38
4 15 39
4 15 40
4 15 41
4 15 50
4 15 51
4 15 53
4 15 55
4 15 68
4 15 69
4 15 76
4 16 17
4 16 19
4 16 22
4 16 25
4 16 26
4 16 34
4 16 35
4 16 36
4 16 38
4 16 41
4 16 50
4 16 51
4 16 53
4 16 68
4 16 69
4 16 76
4 17 19
4 17 22
4 17 23
4 17 25
4 17 26
4 17 33
4 17 34
4 17 35
4 17 36
4 17 38
4 17 39
4 17 40
4 17 41
4 17 50
4 17 51
4 17 53
4 17 55
4 17 68
4 17 69
4 17 76
4 18 19
4 18 22
4 18 25
4 18 26
4 18 34
4 18 35
4 18 36
4 18 38
4 18 41
4 18 50
4 18 51
4 18 53
4 18 63
4 18 68
4 18 69
4 18 76
4 19 21
4 19 22
4 19 23
4 19 25
4 19 26
4 19 29
4 19 31
4 19 33
4 19 34
4 19 35
4 19 36
4 19 37
4 19 38
4 19 39
4 19 40
4 19 41
4 19 44
4 19 46
4 19 48
4 19 50
4 19 51
4 19 53
4 19 55
4 19 57
4 19 59
4 19 61
4 19 63
4 19 66
4 19 68
4 19 69
4 19 72
4 19 74
4 19 76
4 19 78
4 21 22
4 21 23
4 21 25
4 21 26
4 21 34
4 21 35
4 21 36
4 21 38
4 21 39
4 21 41
4 21 50
4 21 51
4 21 53
4 21 68
4 21 69
4 21 76
4 22 23
4 22 25
4 22 26
4 22 29
4 22 31
4 22 33
4 22 34
4 22 35
4 22 36
4 22 37
4 22 38
4 22 39
4 22 40
4 22 41
4 22 44
4 22 46
4 22 48
4 22 50
4 22 51
4 22 53
4 22 55
4 22 57
4 22 59
4 22 61
4 22 63
4 22 66
4 22 68
4 22 69
4 22 72
4 22 74
4 22 76
4 22 78
4 23 25
4 23 26
4 23 34
4 23 35
4 23 36
4 23 37
4 23 38
4 23 39
4 23 41
4 23 50
4 23 51
4 23 53
4 23 63
4 23 66
4 23 68
4 23 69
4 23 76
4 25 26
4 25 29
4 25 31
4 25 33
4 25 34
4 25 35
4 25 36
4 25 37
4 25 38
4 25 39
4 25 40
4 25 41
4 25 44
4 25 46
4 25 48
4 25 50
4 25 51
4 25 53
4 25 55
4 25 57
4 25 59
4 25 61
4 25 63
4 25 66
4 25 68
4 25 69
4 25 72
4 25 74
4 25 76
4 25 78
4 26 29
4 26 31
4 26 33
4 26 34
4 26 35
4 26 36
4 26 37
4 26 38
4 26 39
4 26 40
4 26 41
4 26 44
4 26 46
4 26 48
4 26 50
4 26 51
4 26 53
4 26 55
4 26 57
4 26 59
4 26 61
4 26 63
4 26 66
4 26 68
4 26 69
4 26 72
4 26 74
4 26 76
4 26 78
4 29 34
4 29 35
4 29 36
4 29 38
4 29 41
4 29 50
4 29 51
4 29 53
4 29 68
4 29 69
4 29 76
4 31 34
4 31 35
4 31 36
4 31 38
4 31 41
4 31 50
4 31 51
4 31 53
4 31 68
4 31 69
4 31 76
4 33 34
4 33 35
4 33 36
4 33 38
4 33 41
4 33 50
4 33 51
4 33 53
4 33 63
4 33 68
4 33 69
4 33 76
4 34 35
4 34 36
4 34 37
4 34 38
4 34 39
4 34 40
4 34 41
4 34 44
4 34 46
4 34 48
4 34 50
4 34 51
4 34 53
4 34 55
4 34 57
4 34 59
4 34 61
4 34 63
4 34 66
4 34 68
4 34 69
4 34 72
4 34 74
4 34 76
4 34 78
4 35 36
4 35 37
4 35 38
4 35 39
4 35 40
4 35 41
4 35 44
4 35 46
4 35 48
4 35 50
4 35 51
4 35 53
4 35 55
4 35 57
4 35 59
4 35 61
4 35 63
4 35 66
4 35 68
4 35 69
4 35 72
4 35 74
4 35 76
4 35 78
4 36 37
4 36 38
4 36 39
4 36 40
4 36 41
4 36 44
4 36 46
4 36 48
4 36 50
4 36 51
4 36 53
4 36 55
4 36 57
4 36 59
4 36 61
4 36 63
4 36 66
4 36 68
4 36 69
4 36 72
4 36 74
4 36 76
4 36 78
4 37 38
4 37 41
4 37 50
4 37 51
4 37 53
4 37 68
4 37 69
4 37 76
4 38 39
4 38 40
4 38 41
4 38 44
4 38 46
4 38 48
4 38 50
4 38 51
4 38 53
4 38 55
4 38 57
4 38 59
4 38 61
4 38 63
4 38 66
4 38 68
4 38 69
4 38 72
4 38 74
4 38 76
4 38 78
4 39 41
4 39 46
4 39 50
4 39 51
4 39 53
4 39 63
4 39 68
4 39 69
4 39 76
4 40 41
4 40 50
4 40 51
4 40 53
4 40 68
4 40 69
4 40 76
4 41 44
4 41 46
4 41 48
4 41 50
4 41 51
4 41 53
4 41 55
4 41 57
4 41 59
4 41 61
4 41 63
4 41 66
4 41 68
4 41 69
4 41 72
4 41 74
4 41 76
4 41 78
4 44 50
4 44 51
4 44 53
4 44 68
4 44 69
4 44 76
4 46 50
4 46 51
4 46 53
4 46 68
4 46 69
4 46 76
4 48 50
4 48 51
4 48 53
4 48 68
4 48 69
4 48 76
4 50 51
4 50 53
4 50 55
4 50 57
4 50 59
4 50 61
4 50 63
4 50 66
4 50 68
4 50 69
4 50 72
4 50 74
4 50 76
4 50 78
4 51 53
4 51 55
4 51 57
4 51 59
4 51 61
4 51 63
4 51 66
4 51 68
4 51 69
4 51 72
4 51 74
4 51 76
4 51 78
4 53 55
4 53 57
4 53 59
4 53 61
4 53 63
4 53 66
4 53 68
4 53 69
4 53 72
4 53 74
4 53 76
4 53 78
4 55 68
4 55 69
4 55 76
4 57 68
4 57 69
4 57 76
4 59 68
4 59 69
4 59 76
4 61 68
4 61 69
4 61 76
4 63 68
4 63 69
4 63 76
4 66 68
4 66 69
4 66 76
4 68 69
4 68 72
4 68 74
4 68 76
4 68 78
4 69 72
4 69 74
4 69 76
4 69 78
4 72 76
4 74 76
4 76 78
5 6 13
5 6 18
5 6 21
5 6 22
5 6 25
5 6 26
5 6 33
5 6 34
5 6 35
5 6 36
5 6 38
5 6 40
5 6 41
5 6 50
5 6 51
5 6 53
5 6 69
5 7 9
5 7 13
5 7 22
5 7 23
5 7 26
5 7 33
5 7 34
5 7 41
5 8 9
5 8 12
5 8 13
5 8 22
5 8 25
5 8 26
5 8 33
5 8 34
5 8 36
5 8 37
5 8 40
5 8 41
5 8 46
5 8 50
5 8 51
5 8 63
5 8 69
5 9 10
5 9 12
5 9 13
5 9 15
5 9 17
5 9 22
5 9 23
5 9 25
5 9 26
5 9 33
5 9 34
5 9 35
5 9 36
5 9 41
5 9 50
5 9 51
5 9 53
5 9 63
5 9 66
5 9 76
5 10 15
5 10 34
5 10 36
5 10 41
5 10 69
5 12 17
5 12 34
5 12 41
5 13 15
5 13 17
5 13 22
5 13 23
5 13 33
5 13 34
5 13 35
5 13 36
5 13 37
5 13 38
5 13 41
5 13 50
5 13 51
5 13 53
5 13 66
5 13 69
5 14 34
5 14 38
5 14 41
5 15 17
5 15 18
5 15 22
5 15 23
5 15 25
5 15 26
5 15 33
5 15 34
5 15 36
5 15 39
5 15 40
5 15 41
5 15 53
5 15 55
5 15 68
5 15 69
5 15 76
5 16 17
5 16 34
5 16 41
5 16 69
5 17 22
5 17 23
5 17 25
5 17 26
5 17 33
5 17 34
5 17 36
5 17 39
5 17 40
5 17 41
5 17 53
5 17 55
5 17 68
5 17 69
5 17 76
5 18 34
5 18 38
5 18 41
5 18 51
5 18 63
5 18 69
5 19 22
5 19 25
5 19 34
5 19 36
5 19 41
5 19 69
5 21 22
5 21 23
5 21 34
5 21 38
5 21 39
5 21 41
5 21 50
5 21 51
5 21 53
5 21 69
5 22 25
5 22 26
5 22 33
5 22 34
5 22 35
5 22 36
5 22 37
5 22 38
5 22 39
5 22 40
5 22 41
5 22 50
5 22 51
5 22 53
5 22 63
5 22 69
5 23 26
5 23 34
5 23 35
5 23 36
5 23 37
5 23 39
5 23 41
5 23 50
5 23 51
5 23 63
5 23 66
5 23 69
5 25 33
5 25 34
5 25 35
5 25 36
5 25 37
5 25 38
5 25 39
5 25 40
5 25 41
5 25 50
5 25 51
5 25 53
5 25 63
5 25 68
5 25 69
5 26 34
5 26 36
5 26 37
5 26 38
5 26 39
5 26 40
5 26 41
5 26 50
5 26 51
5 26 53
5 26 63
5 26 66
5 26 68
5 26 69
5 26 76
5 29 34
5 29 41
5 31 34
5 31 41
5 33 34
5 33 35
5 33 36
5 33 38
5 33 41
5 33 50
5 33 51
5 33 63
5 33 69
5 34 35
5 34 36
5 34 37
5 34 38
5 34 39
5 34 40
5 34 41
5 34 44
5 34 46
5 34 48
5 34 50
5 34 51
5 34 53
5 34 55
5 34 57
5 34 59
5 34 61
5 34 63
5 34 66
5 34 68
5 34 69
5 34 72
5 34 74
5 34 76
5 34 78
5 35 36
5 35 38
5 35 39
5 35 40
5 35 41
5 35 50
5 35 51
5 35 53
5 35 63
5 35 69
5 36 38
5 36 39
5 36 40
5 36 41
5 36 50
5 36 51
5 36 53
5 36 63
5 36 69
5 36 76
5 37 41
5 37 53
5 37 69
5 38 39
5 38 41
5 38 50
5 38 51
5 38 53
5 38 68
5 38 69
5 39 41
5 39 46
5 39 50
5 39 51
5 39 53
5 39 63
5 39 69
5 40 41
5 40 51
5 40 53
5 40 69
5 41 44
5 41 46
5 41 48
5 41 50
5 41 51
5 41 53
5 41 55
5 41 57
5 41 59
5 41 61
5 41 63
5 41 66
5 41 68
5 41 69
5 41 72
5 41 74
5 41 76
5 41 78
5 46 50
5 48 69
5 50 51
5 50 53
5 50 69
5 51 53
5 51 61
5 51 66
5 51 68
5 51 69
5 53 63
5 53 69
5 55 69
5 59 69
5 63 69
5 66 69
5 68 69
5 69 76
6 7 9
6 7 13
6 7 18
6 7 21
6 7 22
6 7 23
6 7 25
6 7 26
6 7 33
6 7 34
6 7 35
6 7 36
6 7 38
6 7 40
6 7 41
6 7 50
6 7 51
6 7 53
6 7 69
6 8 9
6 8 12
6 8 13
6 8 18
6 8 21
6 8 22
6 8 25
6 8 26
6 8 33
6 8 34
6 8 35
6 8 36
6 8 37
6 8 38
6 8 40
6 8 41
6 8 46
6 8 50
6 8 51
6 8 53
6 8 63
6 8 69
6 9 10
6 9 12
6 9 13
6 9 15
6 9 17
6 9 18
6 9 21
6 9 22
6 9 23
6 9 25
6 9 26
6 9 33
6 9 34
6 9 35
6 9 36
6 9 38
6 9 40
6 9 41
6 9 50
6 9 51
6 9 53
6 9 63
6 9 66
6 9 69
6 9 76
6 10 13
6 10 15
6 10 18
6 10 21
6 10 22
6 10 25
6 10 26
6 10 33
6 10 34
6 10 35
6 10 36
6 10 38
6 10 40
6 10 41
6 10 50
6 10 51
6 10 53
6 10 69
6 12 13
6 12 17
6 12 18
6 12 21
6 12 22
6 12 25
6 12 26
6 12 33
6 12 34
6 12 35
6 12 36
6 12 38
6 12 40
6 12 41
6 12 50
6 12 51
6 12 53
6 12 69
6 13 14
6 13 15
6 13 16
6 13 17
6 13 18
6 13 19
6 13 21
6 13 22
6 13 23
6 13 25
6 13 26
6 13 29
6 13 31
6 13 33
6 13 34
6 13 35
6 13 36
6 13 37
6 13 38
6 13 39
6 13 40
6 13 41
6 13 44
6 13 46
6 13 48
6 13 50
6 13 51
6 13 53
6 13 55
6 13 57
6 13 59
6 13 61
6 13 63
6 13 66
6 13 68
6 13 69
6 13 72
6 13 74
6 13 76
6 13 78
6 14 18
6 14 21
6 14 22
6 14 25
6 14 26
6 14 33
6 14 34
6 14 35
6 14 36
6 14 38
6 14 40
6 14 41
6 14 50
6 14 51
6 14 53
6 14 69
6 15 17
6 15 18
6 15 21
6 15 22
6 15 23
6 15 25
6 15 26
6 15 33
6 15 34
6 15 35
6 15 36
6 15 38
6 15 39
6 15 40
6 15 41
6 15 50
6 15 51
6 15 53
6 15 55
6 15 68
6 15 69
6 15 76
6 16 17
6 16 18
6 16 21
6 16 22
6 16 25
6 16 26
6 16 33
6 16 34
6 16 35
6 16 36
6 16 38
6 16 40
6 16 41
6 16 50
6 16 51
6 16 53
6 16 69
6 17 18
6 17 21
6 17 22
6 17 23
6 17 25
6 17 26
6 17 33
6 17 34
6 17 35
6 17 36
6 17 38
6 17 39
6 17 40
6 17 41
6 17 50
6 17 51
6 17 53
6 17 55
6 17 68
6 17 69
6 17 76
6 18 19
6 18 21
6 18 22
6 18 23
6 18 25
6 18 26
6 18 29
6 18 31
6 18 33
6 18 34
6 18 35
6 18 36
6 18 37
6 18 38
6 18 39
6 18 40
6 18 41
6 18 44
6 18 46
6 18 48
6 18 50
6 18 51
6 18 53
6 18 55
6 18 57
6 18 59
6 18 61
6 18 63
6 18 66
6 18 68
6 18 69
6 18 72
6 18 74
6 18 76
6 18 78
6 19 21
6 19 22
6 19 25
6 19 26
6 19 33
6 19 34
6 19 35
6 19 36
6 19 38
6 19 40
6 19 41
6 19 50
6 19 51
6 19 53
6 19 69
6 21 22
6 21 23
6 21 25
6 21 26
6 21 29
6 21 31
6 21 33
6 21 34
6 21 35
6 21 36
6 21 37
6 21 38
6 21 39
6 21 40
6 21 41
6 21 44
6 21 46
6 21 48
6 21 50
6 21 51
6 21 53
6 21 55
6 21 57
6 21 59
6 21 61
6 21 63
6 21 66
6 21 68
6 21 69
6 21 72
6 21 74
6 21 76
6 21 78
6 22 23
6 22 25
6 22 26
6 22 29
6 22 31
6 22 33
6 22 34
6 22 35
6 22 36
6 22 37
6 22 38
6 22 39
6 22 40
6 22 41
6 22 44
6 22 46
6 22 48
6 22 50
6 22 51
6 22 53
6 22 55
6 22 57
6 22 59
6 22 61
6 22 63
6 22 66
6 22 68
6 22 69
6 22 72
6 22 74
6 22 76
6 22 78
6 23 25
6 23 26
6 23 33
6 23 34
6 23 35
6 23 36
6 23 37
6 23 38
6 23 39
6 23 40
6 23 41
6 23 50
6 23 51
6 23 53
6 23 63
6 23 66
6 23 69
6 25 26
6 25 29
6 25 31
6 25 33
6 25 34
6 25 35
6 25 36
6 25 37
6 25 38
6 25 39
6 25 40
6 25 41
6 25 44
6 25 46
6 25 48
6 25 50
6 25 51
6 25 53
6 25 55
6 25 57
6 25 59
6 25 61
6 25 63
6 25 66
6 25 68
6 25 69
6 25 72
6 25 74
6 25 76
6 25 78
6 26 29
6 26 31
6 26 33
6 26 34
6 26 35
6 26 36
6 26 37
6 26 38
6 26 39
6 26 40
6 26 41
6 26 44
6 26 46
6 26 48
6 26 50
6 26 51
6 26 53
6 26 55
6 26 57
6 26 59
6 26 61
6 26 63
6 26 66
6 26 68
6 26 69
6 26 72
6 26 74
6 26 76
6 26 78
6 29 33
6 29 34
6 29 35
6 29 36
6 29 38
6 29 40
6 29 41
6 29 50
6 29 51
6 29 53
6 29 69
6 31 33
6 31 34
6 31 35
6 31 36
6 31 38
6 31 40
6 31 41
6 31 50
6 31 51
6 31 53
6 31 69
6 33 34
6 33 35
6 33 36
6 33 37
6 33 38
6 33 39
6 33 40
6 33 41
6 33 44
6 33 46
6 33 48
6 33 50
6 33 51
6 33 53
6 33 55
6 33 57
6 33 59
6 33 61
6 33 63
6 33 66
6 33 68
6 33 69
6 33 72
6 33 74
6 33 76
6 33 78
6 34 35
6 34 36
6 34 37
6 34 38
6 34 39
6 34 40
6 34 41
6 34 44
6 34 46
6 34 48
6 34 50
6 34 51
6 34 53
6 34 55
6 34 57
6 34 59
6 34 61
6 34 63
6 34 66
6 34 68
6 34 69
6 34 72
6 34 74
6 34 76
6 34 78
6 35 36
6 35 37
6 35 38
6 35 39
6 35 40
6 35 41
6 35 44
6 35 46
6 35 48
6 35 50
6 35 51
6 35 53
6 35 55
6 35 57
6 35 59
6 35 61
6 35 63
6 35 66
6 35 68
6 35 69
6 35 72
6 35 74
6 35 76
6 35 78
6 36 37
6 36 38
6 36 39
6 36 40
6 36 41
6 36 44
6 36 46
6 36 48
6 36 50
6 36 51
6 36 53
6 36 55
6 36 57
6 36 59
6 36 61
6 36 63
6 36 66
6 36 68
6 36 69
6 36 72
6 36 74
6 36 76
6 36 78
6 37 38
6 37 40
6 37 41
6 37 50
6 37 51
6 37 53
6 37 69
6 38 39
6 38 40
6 38 41
6 38 44
6 38 46
6 38 48
6 38 50
6 38 51
6 38 53
6 38 55
6 38 57
6 38 59
6 38 61
6 38 63
6 38 66
6 38 68
6 38 69
6 38 72
6 38 74
6 38 76
6 38 78
6 39 40
6 39 41
6 39 46
6 39 50
6 39 51
6 39 53
6 39 63
6 39 69
6 40 41
6 40 44
6 40 46
6 40 48
6 40 50
6 40 51
6 40 53
6 40 55
6 40 57
6 40 59
6 40 61
6 40 63
6 40 66
6 40 68
6 40 69
6 40 72
6 40 74
6 40 76
6 40 78
6 41 44
6 41 46
6 41 48
6 41 50
6 41 51
6 41 53
6 41 55
6 41 57
6 41 59
6 41 61
6 41 63
6 41 66
6 41 68
6 41 69
6 41 72
6 41 74
6 41 76
6 41 78
6 44 50
6 44 51
6 44 53
6 44 69
6 46 50
6 46 51
6 46 53
6 46 69
6 48 50
6 48 51
6 48 53
6 48 69
6 50 51
6 50 53
6 50 55
6 50 57
6 50 59
6 50 61
6 50 63
6 50 66
6 50 68
6 50 69
6 50 72
6 50 74
6 50 76
6 50 78
6 51 53
6 51 55
6 51 57
6 51 59
6 51 61
6 51 63
6 51 66
6 51 68
6 51 69
6 51 72
6 51 74
6 51 76
6 51 78
6 53 55
6 53 57
6 53 59
6 53 61
6 53 63
6 53 66
6 53 68
6 53 69
6 53 72
6 53 74
6 53 76
6 53 78
6 55 69
6 57 69
6 59 69
6 61 69
6 63 69
6 66 69
6 68 69
6 69 72
6 69 74
6 69 76
6 69 78
7 8 9
7 8 12
7 8 13
7 8 22
7 8 23
7 8 25
7 8 26
7 8 33
7 8 34
7 8 36
7 8 37
7 8 40
7 8 41
7 8 46
7 8 50
7 8 51
7 8 63
7 8 69
7 9 10
7 9 12
7 9 13
7 9 14
7 9 15
7 9 16
7 9 17
7 9 18
7 9 19
7 9 21
7 9 22
7 9 23
7 9 25
7 9 26
7 9 29
7 9 31
7 9 33
7 9 34
7 9 35
7 9 36
7 9 37
7 9 38
7 9 39
7 9 40
7 9 41
7 9 44
7 9 46
7 9 48
7 9 50
7 9 51
7 9 53
7 9 55
7 9 57
7 9 59
7 9 61
7 9 63
7 9 66
7 9 68
7 9 69
7 9 72
7 9 74
7 9 76
7 9 78
7 10 13
7 10 15
7 10 22
7 10 23
7 10 26
7 10 33
7 10 34
7 10 36
7 10 41
7 10 69
7 12 13
7 12 17
7 12 22
7 12 23
7 12 26
7 12 33
7 12 34
7 12 41
7 13 14
7 13 15
7 13 16
7 13 17
7 13 18
7 13 19
7 13 21
7 13 22
7 13 23
7 13 25
7 13 26
7 13 29
7 13 31
7 13 33
7 13 34
7 13 35
7 13 36
7 13 37
7 13 38
7 13 39
7 13 40
7 13 41
7 13 44
7 13 46
7 13 48
7 13 50
7 13 51
7 13 53
7 13 55
7 13 57
7 13 59
7 13 61
7 13 63
7 13 66
7 13 68
7 13 69
7 13 72
7 13 74
7 13 76
7 13 78
7 14 22
7 14 23
7 14 26
7 14 33
7 14 34
7 14 38
7 14 41
7 15 17
7 15 18
7 15 22
7 15 23
7 15 25
7 15 26
7 15 33
7 15 34
7 15 36
7 15 39
7 15 40
7 15 41
7 15 53
7 15 55
7 15 68
7 15 69
7 15 76
7 16 17
7 16 22
7 16 23
7 16 26
7 16 33
7 16 34
7 16 41
7 16 69
7 17 22
7 17 23
7 17 25
7 17 26
7 17 33
7 17 34
7 17 36
7 17 39
7 17 40
7 17 41
7 17 53
7 17 55
7 17 68
7 17 69
7 17 76
7 18 22
7 18 23
7 18 26
7 18 33
7 18 34
7 18 38
7 18 41
7 18 51
7 18 63
7 18 69
7 19 22
7 19 23
7 19 25
7 19 26
7 19 33
7 19 34
7 19 36
7 19 41
7 19 69
7 21 22
7 21 23
7 21 26
7 21 33
7 21 34
7 21 38
7 21 39
7 21 41
7 21 50
7 21 51
7 21 53
